epoch,rmse
1.000000000000000000e+00,7.053648233413696289e-01
2.000000000000000000e+00,7.032991647720336914e-01
3.000000000000000000e+00,7.000162005424499512e-01
4.000000000000000000e+00,6.953753232955932617e-01
5.000000000000000000e+00,6.893494725227355957e-01
6.000000000000000000e+00,6.821321845054626465e-01
7.000000000000000000e+00,6.739745140075683594e-01
8.000000000000000000e+00,6.651914715766906738e-01
9.000000000000000000e+00,6.561523675918579102e-01
1.000000000000000000e+01,6.471284627914428711e-01
1.100000000000000000e+01,6.385083198547363281e-01
1.200000000000000000e+01,6.305609941482543945e-01
1.300000000000000000e+01,6.236518621444702148e-01
1.400000000000000000e+01,6.176594495773315430e-01
1.500000000000000000e+01,6.127904653549194336e-01
1.600000000000000000e+01,6.090843677520751953e-01
1.700000000000000000e+01,6.063340902328491211e-01
1.800000000000000000e+01,6.043471097946166992e-01
1.900000000000000000e+01,6.030933856964111328e-01
2.000000000000000000e+01,6.021959781646728516e-01
2.100000000000000000e+01,6.016892790794372559e-01
2.200000000000000000e+01,6.013597249984741211e-01
2.300000000000000000e+01,6.011695861816406250e-01
2.400000000000000000e+01,6.010450124740600586e-01
2.500000000000000000e+01,6.009577512741088867e-01
2.600000000000000000e+01,6.009234189987182617e-01
2.700000000000000000e+01,6.008934974670410156e-01
2.800000000000000000e+01,6.008803248405456543e-01
2.900000000000000000e+01,6.008758544921875000e-01
3.000000000000000000e+01,6.008656024932861328e-01
